NAME,S1501_C01_001E,S1501_C01_002E,S1501_C01_003E,S1501_C01_004E,S1501_C01_005E,S1501_C01_006E,S1501_C01_007E,S1501_C01_008E,S1501_C01_009E,S1501_C01_010E,S1501_C01_011E,S1501_C01_012E,S1501_C01_013E,S1501_C01_014E,S1501_C01_015E,S1501_C01_016E,S1501_C01_017E,S1501_C01_018E,S1501_C01_019E,S1501_C01_020E,S1501_C01_021E,S1501_C01_022E,state,county,tract
"Census Tract 139, Butler County, Ohio",221,41,172,8,0,1891,118,410,864,276,166,36,21,1363,57,408,318,47,469,337,0,710,39,17,013900
"Census Tract 140, Butler County, Ohio",227,49,124,54,0,1417,105,323,595,253,62,41,38,989,79,317,188,19,309,238,17,536,39,17,014000
"Census Tract 141, Butler County, Ohio",221,0,141,80,0,1456,93,182,756,243,107,65,10,1181,75,357,302,19,298,248,6,465,39,17,014100
"Census Tract 143, Butler County, Ohio",343,62,119,150,12,3590,75,165,1362,952,300,506,230,3350,736,508,481,37,479,444,77,1667,39,17,014300
"Census Tract 144, Butler County, Ohio",246,138,89,19,0,1270,101,192,562,272,96,43,4,977,47,226,186,0,152,132,7,492,39,17,014400
"Census Tract 146, Butler County, Ohio",49,9,12,22,6,851,57,85,214,164,54,197,80,709,277,181,158,62,171,160,69,272,39,17,014600
"Census Tract 147, Butler County, Ohio",903,65,698,127,13,2254,87,168,945,606,104,309,35,1999,344,703,630,107,339,261,67,923,39,17,014700
"Census Tract 148, Butler County, Ohio",657,24,358,275,0,4730,144,166,2260,1204,178,555,223,4420,778,1206,1204,230,693,600,171,1600,39,17,014800
"Census Tract 149, Butler County, Ohio",993,83,682,161,67,3204,55,249,771,907,200,628,394,2900,1022,470,470,129,682,676,313,1507,39,17,014900
"Census Tract 150, Butler County, Ohio",632,55,204,301,72,5098,214,373,2029,1111,413,619,339,4511,958,560,544,103,819,715,124,1828,39,17,015000
"Census Tract 151, Butler County, Ohio",826,247,336,243,0,4250,63,184,1366,1494,516,511,116,4003,627,689,689,127,1355,1283,318,1429,39,17,015100
"Census Tract 1, Butler County, Ohio",498,75,211,202,10,3074,44,135,1509,694,233,385,74,2895,459,810,801,196,469,449,79,1032,39,17,000100
"Census Tract 2, Butler County, Ohio",261,41,162,58,0,2653,69,276,1186,715,96,284,27,2308,311,638,616,44,362,280,54,1144,39,17,000200
"Census Tract 3, Butler County, Ohio",469,20,204,245,0,2040,90,186,1195,324,99,142,4,1764,146,402,378,0,499,499,62,780,39,17,000300
"Census Tract 4, Butler County, Ohio",230,146,77,7,0,3160,295,500,1241,628,397,35,64,2365,99,703,548,0,855,586,31,1326,39,17,000400
"Census Tract 5, Butler County, Ohio",513,111,239,163,0,2757,112,245,1527,559,208,78,28,2400,106,582,533,6,632,613,63,974,39,17,000500
"Census Tract 6, Butler County, Ohio",641,68,342,219,12,3021,174,567,1256,489,270,185,80,2280,265,708,626,64,580,449,0,1135,39,17,000600
"Census Tract 10.01, Butler County, Ohio",276,46,135,75,20,4189,100,377,1437,910,368,722,275,3712,997,713,603,69,589,525,162,1194,39,17,001001
"Census Tract 10.02, Butler County, Ohio",475,52,277,146,0,3392,37,156,1182,459,167,1078,313,3199,1391,567,543,432,733,678,362,1272,39,17,001002
"Census Tract 11, Butler County, Ohio",573,42,257,264,10,2751,141,308,1442,374,212,197,77,2302,274,680,608,93,538,397,43,1121,39,17,001100
"Census Tract 13, Butler County, Ohio",529,32,341,118,38,2929,17,224,916,727,307,525,213,2688,738,614,600,134,389,382,76,1033,39,17,001300
"Census Tract 101.02, Butler County, Ohio",261,0,19,206,36,2019,25,69,302,325,75,582,641,1925,1223,384,384,239,392,385,342,762,39,17,010102
"Census Tract 101.03, Butler County, Ohio",1449,21,326,813,289,3199,4,80,460,364,179,870,1242,3115,2112,715,693,424,333,315,231,1025,39,17,010103
"Census Tract 101.04, Butler County, Ohio",4671,7,1489,3154,21,73,0,0,26,38,0,3,6,73,9,42,42,0,19,19,0,6,39,17,010104
"Census Tract 101.05, Butler County, Ohio",3199,6,198,2790,205,1222,0,15,252,124,13,142,676,1207,818,199,199,131,109,109,109,798,39,17,010105
"Census Tract 101.06, Butler County, Ohio",2348,18,249,1769,312,470,12,33,92,137,0,82,114,425,196,249,249,102,47,14,0,59,39,17,010106
"Census Tract 102.01, Butler County, Ohio",1912,0,549,1356,7,36,4,0,0,12,0,0,20,32,20,20,20,12,0,0,0,8,39,17,010201
"Census Tract 102.02, Butler County, Ohio",1137,77,253,596,211,3304,15,200,1005,600,228,664,592,3089,1256,347,341,150,615,587,309,1356,39,17,010202
"Census Tract 102.03, Butler County, Ohio",337,9,110,205,13,3752,70,150,1808,611,332,500,281,3532,781,602,602,84,710,710,206,1710,39,17,010203
"Census Tract 103.01, Butler County, Ohio",350,8,225,105,12,3334,74,258,1633,478,157,613,121,3002,734,353,353,108,549,519,146,1641,39,17,010301
"Census Tract 103.02, Butler County, Ohio",481,45,223,202,11,2563,102,177,1043,578,161,335,167,2284,502,291,281,136,544,526,109,949,39,17,010302
"Census Tract 105, Butler County, Ohio",193,0,163,30,0,1846,108,277,1065,227,118,51,0,1461,51,304,280,33,347,288,0,840,39,17,010500
"Census Tract 106, Butler County, Ohio",402,0,282,114,6,2496,16,343,1211,390,151,162,223,2137,385,279,250,58,534,410,67,1077,39,17,010600
"Census Tract 108, Butler County, Ohio",737,148,327,169,93,4350,75,200,1309,1034,286,995,451,4075,1446,508,498,230,1053,1019,495,1564,39,17,010800
"Census Tract 109.01, Butler County, Ohio",211,29,82,77,23,3050,46,143,1184,710,321,393,253,2861,646,618,567,201,393,380,122,917,39,17,010901
"Census Tract 109.03, Butler County, Ohio",408,0,184,191,33,3921,10,107,1096,785,280,1188,455,3804,1643,543,543,273,1034,986,477,1324,39,17,010903
"Census Tract 109.04, Butler County, Ohio",194,112,47,35,0,2670,63,181,1294,520,196,367,49,2426,416,424,406,146,407,390,79,1171,39,17,010904
"Census Tract 109.06, Butler County, Ohio",715,195,268,130,122,4645,364,396,1630,712,335,906,302,3885,1208,1137,990,348,871,635,226,1603,39,17,010906
"Census Tract 109.07, Butler County, Ohio",307,39,166,61,41,2005,43,119,709,383,150,438,163,1843,601,378,365,91,352,325,165,715,39,17,010907
"Census Tract 109.09, Butler County, Ohio",414,13,239,87,75,3492,138,211,1603,571,221,551,197,3143,748,996,914,326,754,741,155,1045,39,17,010909
"Census Tract 109.10, Butler County, Ohio",439,80,122,180,57,3177,46,52,749,517,342,1169,302,3079,1471,286,286,165,438,420,294,1549,39,17,010910
"Census Tract 109.11, Butler County, Ohio",441,46,132,103,160,2565,151,97,844,549,286,420,218,2317,638,297,297,74,398,398,138,1223,39,17,010911
"Census Tract 109.12, Butler County, Ohio",221,28,50,76,67,1552,52,30,383,320,201,382,184,1470,566,278,234,108,340,340,125,549,39,17,010912
"Census Tract 109.13, Butler County, Ohio",393,65,38,92,198,2296,37,80,709,439,53,792,186,2179,978,774,732,249,427,411,233,717,39,17,010913
"Census Tract 110.03, Butler County, Ohio",737,32,307,306,92,4659,16,288,1282,943,484,1297,349,4355,1646,629,613,351,1070,894,319,2170,39,17,011003
"Census Tract 110.04, Butler County, Ohio",900,55,587,209,49,4085,137,203,1889,841,392,471,152,3745,623,1111,1111,223,756,647,122,1386,39,17,011004
"Census Tract 110.05, Butler County, Ohio",553,29,108,347,69,4905,23,438,1544,989,520,961,430,4444,1391,492,489,364,1141,1072,522,1863,39,17,011005
"Census Tract 110.06, Butler County, Ohio",346,0,111,162,73,3932,30,46,1527,840,669,464,356,3856,820,695,666,90,704,704,196,1814,39,17,011006
"Census Tract 111.09, Butler County, Ohio",452,39,100,288,25,3051,83,119,631,650,208,835,525,2849,1360,666,637,298,684,650,422,1009,39,17,011109
"Census Tract 111.10, Butler County, Ohio",376,0,132,168,76,4467,34,120,939,936,281,1387,770,4313,2157,666,666,442,773,760,516,1947,39,17,011110
"Census Tract 111.11, Butler County, Ohio",459,32,166,159,102,4412,85,146,1134,803,191,1320,733,4181,2053,762,720,494,687,687,438,1706,39,17,011111
"Census Tract 111.12, Butler County, Ohio",428,34,195,132,67,4363,62,82,512,539,124,1890,1154,4219,3044,650,650,439,701,695,599,2153,39,17,011112
"Census Tract 111.18, Butler County, Ohio",133,0,35,72,26,2349,11,43,337,273,121,935,629,2295,1564,208,208,148,386,386,336,952,39,17,011118
"Census Tract 7201, Carroll County, Ohio",240,101,85,48,6,1856,384,104,846,209,136,141,36,1368,177,357,205,38,271,192,2,803,39,19,720100
"Census Tract 7202, Carroll County, Ohio",392,40,211,102,39,2219,56,122,1114,393,285,179,70,2041,249,183,183,87,451,443,125,1008,39,19,720200
"Census Tract 7203, Carroll County, Ohio",253,41,126,73,13,3908,72,143,1928,640,421,357,347,3693,704,358,336,64,597,585,122,1664,39,19,720300
"Census Tract 7205, Carroll County, Ohio",452,42,240,125,45,3656,216,355,1520,755,329,365,116,3085,481,667,526,58,446,370,77,1399,39,19,720500
"Census Tract 7206, Carroll County, Ohio",277,97,48,78,54,2040,38,139,988,227,401,155,92,1863,247,341,312,21,375,332,36,871,39,19,720600
"Census Tract 7207, Carroll County, Ohio",135,41,65,29,0,2624,83,334,1365,356,218,175,93,2207,268,303,295,32,326,280,42,935,39,19,720700
"Census Tract 7204, Carroll County, Ohio",222,23,44,111,44,3329,16,112,1803,630,300,251,217,3201,468,580,566,85,418,411,43,1497,39,19,720400
"Census Tract 101, Champaign County, Ohio",110,32,27,36,15,1336,52,85,604,273,124,110,88,1199,198,230,227,31,263,240,25,557,39,21,010100
"Census Tract 102, Champaign County, Ohio",667,139,179,327,22,4932,139,268,2279,1025,552,439,230,4525,669,626,596,61,812,728,99,2372,39,21,010200
"Census Tract 104, Champaign County, Ohio",490,91,307,92,0,2437,65,198,1355,522,139,110,48,2174,158,310,283,9,538,486,31,873,39,21,010400
"Census Tract 105, Champaign County, Ohio",414,2,246,145,21,2593,104,171,1202,463,182,327,144,2318,471,476,454,116,470,428,65,901,39,21,010500
"Census Tract 106, Champaign County, Ohio",641,44,216,354,27,2350,110,128,859,614,204,316,119,2112,435,516,516,38,317,292,69,702,39,21,010600
"Census Tract 110.01, Champaign County, Ohio",123,12,68,43,0,1894,6,108,841,358,277,190,114,1780,304,254,230,33,368,358,80,731,39,21,011001
"Census Tract 115.01, Champaign County, Ohio",244,62,135,47,0,3143,44,170,1345,560,315,505,204,2929,709,531,425,133,493,467,92,1334,39,21,011501
"Census Tract 115.04, Champaign County, Ohio",143,28,65,48,2,4005,32,264,1778,761,358,391,421,3709,812,477,457,35,560,547,42,1698,39,21,011504
"Census Tract 115.05, Champaign County, Ohio",262,61,143,58,0,2251,73,187,1157,414,174,170,76,1991,246,585,539,37,370,334,71,862,39,21,011505
"Census Tract 115.06, Champaign County, Ohio",156,16,73,52,15,2000,19,154,944,442,161,225,55,1827,280,460,450,83,330,296,52,769,39,21,011506
"Census Tract 2, Clark County, Ohio",215,72,57,86,0,838,26,70,268,346,37,51,40,742,91,270,247,60,203,175,2,230,39,23,000200
"Census Tract 3, Clark County, Ohio",167,42,114,11,0,1122,51,277,527,181,42,32,12,794,44,132,92,5,164,99,0,362,39,23,000300
"Census Tract 4, Clark County, Ohio",266,125,79,46,16,1665,216,174,752,386,78,55,4,1275,59,311,260,46,222,152,0,809,39,23,000400
"Census Tract 5, Clark County, Ohio",147,16,120,6,5,1072,63,246,393,214,114,42,0,763,42,172,115,6,224,211,36,538,39,23,000500
"Census Tract 6, Clark County, Ohio",364,79,146,139,0,1716,3,171,553,594,176,156,63,1542,219,571,541,19,407,330,123,577,39,23,000600
"Census Tract 7, Clark County, Ohio",1688,29,228,1401,30,548,0,6,320,92,29,77,24,542,101,95,95,5,76,75,13,322,39,23,000700
"Census Tract 9.01, Clark County, Ohio",219,30,113,67,9,1279,30,298,554,297,40,48,12,951,60,345,296,33,163,123,8,532,39,23,000901
"Census Tract 9.02, Clark County, Ohio",44,28,0,16,0,722,28,54,390,178,41,31,0,640,31,227,215,0,111,95,0,254,39,23,000902
"Census Tract 10, Clark County, Ohio",131,35,55,41,0,980,52,102,465,200,113,38,10,826,48,201,195,3,203,164,13,373,39,23,001000
"Census Tract 11.01, Clark County, Ohio",191,62,49,80,0,785,5,78,388,197,22,72,23,702,95,140,122,33,100,100,10,344,39,23,001101
"Census Tract 11.02, Clark County, Ohio",103,13,73,17,0,2118,72,71,852,507,153,248,215,1975,463,320,273,97,305,265,103,854,39,23,001102
"Census Tract 12, Clark County, Ohio",268,66,152,50,0,2508,189,643,1029,444,91,68,44,1676,112,698,476,19,554,399,46,965,39,23,001200
"Census Tract 13, Clark County, Ohio",417,115,172,130,0,2296,105,344,1036,610,76,110,15,1847,125,561,399,0,433,371,18,874,39,23,001300
"Census Tract 14, Clark County, Ohio",386,53,233,100,0,2805,80,328,1403,568,150,203,73,2397,276,637,530,12,468,415,37,1075,39,23,001400
"Census Tract 15, Clark County, Ohio",544,81,311,45,107,2756,37,347,1263,467,355,215,72,2372,287,699,544,92,399,342,42,1093,39,23,001500
"Census Tract 16, Clark County, Ohio",389,35,194,154,6,2382,99,237,938,448,361,211,88,2046,299,280,231,31,374,291,30,1045,39,23,001600
"Census Tract 17, Clark County, Ohio",386,108,175,103,0,1412,18,151,682,350,133,45,33,1243,78,245,213,12,157,117,7,622,39,23,001700
"Census Tract 19, Clark County, Ohio",174,0,132,30,12,1871,56,55,544,502,190,333,191,1760,524,358,314,53,263,235,137,581,39,23,001900
"Census Tract 20, Clark County, Ohio",128,5,45,78,0,1548,6,29,500,364,142,288,219,1513,507,168,163,43,437,430,185,575,39,23,002000
"Census Tract 21, Clark County, Ohio",168,55,87,14,12,1368,56,89,528,314,142,121,118,1223,239,166,166,35,185,143,8,411,39,23,002100
"Census Tract 22, Clark County, Ohio",327,6,98,213,10,3090,77,135,1009,747,281,367,474,2878,841,507,494,166,411,398,162,1310,39,23,002200
"Census Tract 23.01, Clark County, Ohio",170,0,74,96,0,2282,5,166,1015,279,228,498,91,2111,589,320,299,63,312,309,104,932,39,23,002301
"Census Tract 24.03, Clark County, Ohio",166,0,50,65,51,2426,56,125,980,516,244,310,195,2245,505,473,473,157,289,280,129,860,39,23,002403
"Census Tract 24.04, Clark County, Ohio",213,0,60,115,38,2532,25,130,1162,420,204,337,254,2377,591,416,379,87,419,419,111,824,39,23,002404
"Census Tract 25.01, Clark County, Ohio",40,2,15,23,0,1875,39,111,576,400,169,314,266,1725,580,113,103,51,79,79,54,530,39,23,002501
"Census Tract 25.02, Clark County, Ohio",218,41,117,51,9,2363,8,244,936,577,293,219,86,2111,305,436,357,47,372,312,39,737,39,23,002502
"Census Tract 26.01, Clark County, Ohio",254,31,122,98,3,2747,49,98,927,764,191,492,226,2600,718,248,243,86,414,380,95,1321,39,23,002601
"Census Tract 26.02, Clark County, Ohio",193,1,121,71,0,2540,53,127,903,388,230,410,429,2360,839,245,236,80,504,486,292,1012,39,23,002602
"Census Tract 26.05, Clark County, Ohio",235,29,120,46,40,2843,36,156,617,614,498,646,276,2651,922,276,265,103,521,465,213,1283,39,23,002605
"Census Tract 26.07, Clark County, Ohio",129,0,49,0,80,2673,75,93,962,467,479,205,392,2505,597,446,446,17,560,526,147,576,39,23,002607
"Census Tract 26.08, Clark County, Ohio",229,29,83,117,0,2786,3,147,1001,710,459,383,83,2636,466,243,214,20,445,443,126,970,39,23,002608
"Census Tract 27.01, Clark County, Ohio",242,0,190,52,0,1950,55,356,820,423,109,165,22,1539,187,411,364,72,370,198,0,684,39,23,002701
"Census Tract 27.02, Clark County, Ohio",271,2,182,71,16,1725,49,171,433,484,191,234,163,1505,397,661,614,113,124,124,48,533,39,23,002702
"Census Tract 29.01, Clark County, Ohio",283,5,198,70,10,2441,32,194,1243,574,233,131,34,2215,165,505,474,28,349,318,53,947,39,23,002901
"Census Tract 29.02, Clark County, Ohio",261,27,151,33,50,3131,109,458,1351,540,257,201,215,2564,416,396,309,75,531,404,56,1176,39,23,002902
"Census Tract 30.01, Clark County, Ohio",196,0,86,103,7,2447,43,95,542,959,234,319,255,2309,574,230,230,54,295,289,87,923,39,23,003001
"Census Tract 30.02, Clark County, Ohio",333,14,156,133,30,2672,64,78,968,688,358,263,253,2530,516,259,233,82,287,287,33,1279,39,23,003002
"Census Tract 31.01, Clark County, Ohio",193,6,93,94,0,1805,34,48,552,599,127,251,194,1723,445,288,288,51,314,314,134,627,39,23,003101
"Census Tract 31.02, Clark County, Ohio",74,31,9,34,0,1222,11,74,439,269,140,136,153,1137,289,134,108,35,162,162,17,587,39,23,003102
"Census Tract 32, Clark County, Ohio",174,14,96,64,0,1863,6,133,697,260,267,343,157,1724,500,168,162,51,264,233,134,951,39,23,003200
"Census Tract 33.01, Clark County, Ohio",226,29,97,100,0,2619,19,173,1151,623,169,281,203,2427,484,349,322,15,403,401,81,1260,39,23,003301
"Census Tract 33.02, Clark County, Ohio",217,22,94,92,9,1942,16,225,704,407,128,308,154,1701,462,359,345,71,280,242,63,895,39,23,003302
"Census Tract 34, Clark County, Ohio",389,118,114,134,23,1874,53,360,751,444,74,155,37,1461,192,478,422,53,378,315,14,675,39,23,003400
"Census Tract 37, Clark County, Ohio",342,31,181,98,32,3202,10,147,726,733,299,823,464,3045,1287,667,565,174,434,421,225,1117,39,23,003700
"Census Tract 28, Clark County, Ohio",365,152,90,96,27,3221,98,159,1182,667,259,521,335,2964,856,453,422,157,517,454,192,1382,39,23,002800
"Census Tract 401.01, Clermont County, Ohio",491,26,199,202,64,3867,151,614,1555,644,231,589,83,3102,672,458,437,70,807,618,282,1722,39,25,040101
"Census Tract 401.02, Clermont County, Ohio",314,30,227,39,18,2093,53,282,1023,410,114,168,43,1758,211,231,209,23,355,301,69,1009,39,25,040102
"Census Tract 402.02, Clermont County, Ohio",116,22,49,45,0,1629,77,149,717,371,130,133,52,1403,185,232,220,36,255,248,51,782,39,25,040202
"Census Tract 402.03, Clermont County, Ohio",343,26,172,101,44,4528,176,327,1780,942,271,737,295,4025,1032,772,772,70,693,693,274,1878,39,25,040203
"Census Tract 402.05, Clermont County, Ohio",168,59,17,92,0,2135,56,154,632,549,357,344,43,1925,387,717,683,78,507,462,164,748,39,25,040205
"Census Tract 402.06, Clermont County, Ohio",292,14,151,100,27,2922,250,255,1133,805,191,243,45,2417,288,974,895,164,409,391,38,901,39,25,040206
"Census Tract 403.01, Clermont County, Ohio",206,29,41,91,45,2480,0,58,498,342,124,812,646,2422,1458,145,135,26,534,534,405,1407,39,25,040301
"Census Tract 403.02, Clermont County, Ohio",246,10,158,78,0,2580,0,36,384,493,187,847,633,2544,1480,403,403,199,378,355,286,1112,39,25,040302
"Census Tract 403.03, Clermont County, Ohio",491,80,199,176,36,4928,12,69,733,1050,536,1503,1025,4847,2528,541,541,225,1257,1257,722,2361,39,25,040303
"Census Tract 404.01, Clermont County, Ohio",239,17,166,45,11,2906,5,77,573,528,325,931,467,2824,1398,340,340,73,430,407,215,1082,39,25,040401
"Census Tract 404.03, Clermont County, Ohio",351,0,254,70,27,1771,0,93,445,420,200,416,197,1678,613,315,315,88,298,256,83,768,39,25,040403
"Census Tract 404.04, Clermont County, Ohio",139,0,68,71,0,3127,50,128,658,572,250,834,635,2949,1469,416,416,250,221,221,158,1296,39,25,040404
"Census Tract 404.05, Clermont County, Ohio",224,53,44,49,78,2417,114,39,757,546,127,513,321,2264,834,351,341,136,476,403,238,1030,39,25,040405
"Census Tract 405, Clermont County, Ohio",350,43,109,171,27,3920,284,338,1267,566,264,661,540,3298,1201,626,584,306,697,623,300,1263,39,25,040500
"Census Tract 406, Clermont County, Ohio",339,14,80,126,119,5142,36,172,994,1074,346,1835,685,4934,2520,830,830,547,952,917,505,2163,39,25,040600
"Census Tract 407.02, Clermont County, Ohio",246,13,50,181,2,3107,23,177,972,779,265,319,572,2907,891,827,819,484,556,528,221,1179,39,25,040702
"Census Tract 407.03, Clermont County, Ohio",250,85,67,71,27,2131,16,11,475,375,254,546,454,2104,1000,316,316,167,309,309,181,1006,39,25,040703
"Census Tract 407.04, Clermont County, Ohio",355,23,149,117,66,2286,0,107,770,373,225,549,262,2179,811,492,492,191,307,307,187,630,39,25,040704
"Census Tract 408, Clermont County, Ohio",459,155,155,149,0,4287,110,620,1618,814,320,600,205,3557,805,730,673,151,485,475,140,1748,39,25,040800
"Census Tract 409, Clermont County, Ohio",434,28,215,171,20,4384,114,422,1687,799,710,392,260,3848,652,695,652,186,665,606,98,2111,39,25,040900
"Census Tract 410.01, Clermont County, Ohio",602,63,313,199,27,2985,77,335,1201,776,165,309,122,2573,431,593,523,169,522,483,151,1317,39,25,041001
"Census Tract 410.02, Clermont County, Ohio",171,32,8,110,21,2300,56,125,567,351,285,345,571,2119,916,496,443,269,370,355,196,793,39,25,041002
"Census Tract 411.01, Clermont County, Ohio",145,8,48,31,58,2253,26,178,923,497,152,316,161,2049,477,522,472,66,410,356,130,849,39,25,041101
"Census Tract 411.02, Clermont County, Ohio",588,122,349,83,34,3250,249,282,999,599,404,553,164,2719,717,655,580,191,743,681,148,1162,39,25,041102
"Census Tract 411.04, Clermont County, Ohio",206,0,127,79,0,2374,51,178,975,383,353,226,208,2145,434,398,352,116,772,716,117,888,39,25,041104
"Census Tract 411.05, Clermont County, Ohio",241,0,197,25,19,3339,288,466,947,626,225,518,269,2585,787,606,510,243,695,674,320,1308,39,25,041105
"Census Tract 412.01, Clermont County, Ohio",358,19,207,132,0,2892,27,277,1084,363,341,487,313,2588,800,445,400,127,729,709,99,959,39,25,041201
"Census Tract 412.02, Clermont County, Ohio",637,147,282,208,0,3364,51,283,1382,661,213,516,258,3030,774,271,250,174,620,620,244,1550,39,25,041202
"Census Tract 413.03, Clermont County, Ohio",394,22,202,125,45,3283,118,269,1192,638,260,562,244,2896,806,845,711,265,737,737,210,1176,39,25,041303
"Census Tract 413.04, Clermont County, Ohio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,25,041304
"Census Tract 413.05, Clermont County, Ohio",171,0,111,60,0,3684,95,114,944,757,474,829,471,3475,1300,708,706,415,672,661,275,1393,39,25,041305
"Census Tract 413.06, Clermont County, Ohio",574,20,154,305,95,3554,40,120,1064,585,753,665,327,3394,992,1037,1037,409,775,767,242,1045,39,25,041306
"Census Tract 413.07, Clermont County, Ohio",495,10,306,155,24,3133,91,164,892,585,448,498,455,2878,953,707,700,245,579,566,274,1150,39,25,041307
"Census Tract 414.03, Clermont County, Ohio",310,20,164,104,22,2882,107,147,1033,571,365,491,168,2628,659,909,858,263,288,278,102,1115,39,25,041403
