NAME,S1501_C01_001E,S1501_C01_002E,S1501_C01_003E,S1501_C01_004E,S1501_C01_005E,S1501_C01_006E,S1501_C01_007E,S1501_C01_008E,S1501_C01_009E,S1501_C01_010E,S1501_C01_011E,S1501_C01_012E,S1501_C01_013E,S1501_C01_014E,S1501_C01_015E,S1501_C01_059E,S1501_C01_060E,S1501_C01_061E,S1501_C01_062E,S1501_C01_063E,S1501_C01_064E,state,county,tract
"Census Tract 21.02, Richland County, Ohio",322,43,204,75,0,3289,39,59,897,729,439,713,413,3191,1126,44658,46125,34167,43050,48250,62143,39,139,002102
"Census Tract 9616, Sandusky County, Ohio",228,28,168,32,0,2362,234,219,1101,377,241,154,36,1909,190,26291,12763,26458,34167,33889,0,39,143,961600
"Census Tract 9617, Sandusky County, Ohio",327,80,116,77,54,2042,13,186,819,377,215,301,131,1843,432,35822,0,27283,38472,52335,0,39,143,961700
"Census Tract 9618, Sandusky County, Ohio",357,48,131,154,24,2849,90,134,1452,577,323,162,111,2625,273,34545,51010,26750,39583,41528,32784,39,143,961800
"Census Tract 9619, Sandusky County, Ohio",360,88,156,43,73,2231,36,100,1021,420,348,208,98,2095,306,39623,9010,34453,38583,65438,51438,39,143,961900
"Census Tract 9620, Sandusky County, Ohio",167,0,58,109,0,4569,54,451,1934,1064,520,385,161,4064,546,35802,54471,32484,34495,49494,75817,39,143,962000
"Census Tract 9621, Sandusky County, Ohio",468,38,352,43,35,3355,28,124,1612,580,376,423,212,3203,635,41384,48875,37977,45147,59429,48438,39,143,962100
"Census Tract 9622, Sandusky County, Ohio",426,45,233,138,10,2948,31,210,1394,608,193,352,160,2707,512,41160,38854,38867,40071,0,67875,39,143,962200
"Census Tract 21, Scioto County, Ohio",421,218,119,84,0,3286,116,355,1249,709,278,384,195,2815,579,38609,0,33343,43359,43935,75161,39,145,002100
"Census Tract 22, Scioto County, Ohio",561,185,233,131,12,3477,143,646,1236,596,231,396,229,2688,625,41354,0,24764,47717,65427,51250,39,145,002200
"Census Tract 23, Scioto County, Ohio",504,63,259,182,0,3039,147,561,1356,511,165,185,114,2331,299,33849,21250,40765,27841,42955,70179,39,145,002300
"Census Tract 1038, Cuyahoga County, Ohio",177,57,43,66,11,1091,215,120,269,140,43,150,154,756,304,37500,20069,19219,23796,74792,68788,39,035,103800
"Census Tract 1044, Cuyahoga County, Ohio",0,0,0,0,0,1016,31,154,160,105,78,208,280,831,488,50159,0,24896,51339,58618,56154,39,035,104400
"Census Tract 1048, Cuyahoga County, Ohio",186,9,95,76,6,980,81,151,273,137,42,167,129,748,296,35699,49375,30767,34432,43292,47000,39,035,104800
"Census Tract 1051, Cuyahoga County, Ohio",170,48,104,18,0,2643,143,828,1056,323,90,164,39,1672,203,19778,0,17976,29926,0,50809,39,035,105100
"Census Tract 1053, Cuyahoga County, Ohio",276,99,73,104,0,2341,430,413,790,348,82,165,113,1498,278,28125,29310,25341,23466,36759,75392,39,035,105300
"Census Tract 1054, Cuyahoga County, Ohio",389,61,239,66,23,2100,145,242,766,569,119,179,80,1713,259,20599,26071,19225,20635,0,53839,39,035,105400
"Census Tract 1055, Cuyahoga County, Ohio",261,64,69,128,0,1307,155,212,570,234,56,48,32,940,80,20849,45313,18990,20938,18750,75089,39,035,105500
"Census Tract 1056.02, Cuyahoga County, Ohio",350,145,92,102,11,1612,130,295,558,410,80,108,31,1187,139,24481,17391,27857,16750,34875,0,39,035,105602
"Census Tract 1057, Cuyahoga County, Ohio",243,136,84,23,0,2876,153,343,1071,704,145,398,62,2380,460,31689,20900,26377,38216,41429,0,39,035,105700
"Census Tract 1059, Cuyahoga County, Ohio",164,105,24,35,0,2475,121,325,948,634,171,231,45,2029,276,34447,22042,31573,40729,58167,40921,39,035,105900
"Census Tract 1061, Cuyahoga County, Ohio",419,45,164,139,71,2754,152,132,994,702,239,437,98,2470,535,37401,25202,26667,41038,48750,102000,39,035,106100
"Census Tract 1062, Cuyahoga County, Ohio",358,203,37,70,48,2699,135,383,962,657,293,211,58,2181,269,29399,26652,16737,37212,67955,51250,39,035,106200
"Census Tract 1065, Cuyahoga County, Ohio",170,28,75,67,0,1719,93,276,596,414,102,202,36,1350,238,36081,38087,33125,27917,40670,0,39,035,106500
"Census Tract 1066, Cuyahoga County, Ohio",252,83,128,30,11,2225,139,210,882,399,233,212,150,1876,362,33256,0,31553,42614,42946,0,39,035,106600
"Census Tract 1068, Cuyahoga County, Ohio",273,50,146,47,30,2161,120,282,641,666,224,155,73,1759,228,26076,40464,21815,28581,40417,35125,39,035,106800
"Census Tract 1069, Cuyahoga County, Ohio",433,13,115,207,98,2721,38,139,726,860,143,527,288,2544,815,34948,0,32700,30990,47857,47813,39,035,106900
"Census Tract 1070, Cuyahoga County, Ohio",75,5,38,24,8,1323,65,67,492,334,64,200,101,1191,301,38616,0,0,44615,52629,0,39,035,107000
"Census Tract 1071.01, Cuyahoga County, Ohio",923,245,158,100,420,3442,80,609,465,577,105,792,814,2753,1606,58191,8229,0,16910,76004,86875,39,035,107101
"Census Tract 1077.01, Cuyahoga County, Ohio",976,19,38,438,481,2413,25,185,168,329,59,821,826,2203,1647,58670,0,38478,0,63358,59050,39,035,107701
"Census Tract 1078.02, Cuyahoga County, Ohio",1039,8,240,346,445,2707,114,326,771,379,171,327,619,2267,946,29635,4461,0,0,50972,49744,39,035,107802
"Census Tract 1082.01, Cuyahoga County, Ohio",218,14,38,48,118,1256,114,240,219,189,118,187,189,902,376,52132,16065,12203,75160,38958,59764,39,035,108201
"Census Tract 1083.01, Cuyahoga County, Ohio",296,37,45,193,21,1041,77,257,296,226,33,92,60,707,152,24018,24653,20536,0,56000,0,39,035,108301
"Census Tract 1084, Cuyahoga County, Ohio",91,24,20,37,10,860,125,133,159,261,103,53,26,602,79,16738,17059,20000,15104,28250,0,39,035,108400
"Census Tract 1087.01, Cuyahoga County, Ohio",367,133,84,104,46,2325,85,416,832,492,129,157,214,1824,371,17258,11136,10785,24735,49500,0,39,035,108701
"Census Tract 1093.01, Cuyahoga County, Ohio",49,26,7,16,0,1352,42,306,581,249,85,24,65,1004,89,17100,0,16516,0,0,2499,39,035,109301
"Census Tract 1097.01, Cuyahoga County, Ohio",253,68,101,84,0,963,15,143,309,409,84,3,0,805,3,8681,5857,9191,10519,0,0,39,035,109701
"Census Tract 1098.01, Cuyahoga County, Ohio",182,49,70,40,23,1081,57,204,383,375,51,11,0,820,11,13598,0,0,14650,0,0,39,035,109801
"Census Tract 1109.01, Cuyahoga County, Ohio",240,38,144,38,20,1826,120,219,800,413,108,147,19,1487,166,30029,0,35313,28231,45682,0,39,035,110901
"Census Tract 1112.02, Cuyahoga County, Ohio",109,10,45,44,10,772,70,69,301,202,23,20,87,633,107,27073,0,0,25972,0,50977,39,035,111202
"Census Tract 1114.01, Cuyahoga County, Ohio",88,7,40,36,5,749,41,195,269,176,22,24,22,513,46,20515,18079,21417,25592,0,0,39,035,111401
"Census Tract 1117, Cuyahoga County, Ohio",72,10,0,40,22,802,15,142,294,206,79,15,51,645,66,26492,0,0,28594,0,0,39,035,111700
"Census Tract 1121, Cuyahoga County, Ohio",44,17,27,0,0,1158,17,149,645,228,73,33,13,992,46,28211,0,27500,36912,0,0,39,035,112100
"Census Tract 1122, Cuyahoga County, Ohio",140,62,0,78,0,681,21,97,133,251,91,65,23,563,88,31599,20901,55682,32313,0,0,39,035,112200
"Census Tract 1123.01, Cuyahoga County, Ohio",109,0,63,46,0,1159,23,343,299,328,47,104,15,793,119,22020,2499,27454,21336,26842,0,39,035,112301
"Census Tract 1145.01, Cuyahoga County, Ohio",10,1,9,0,0,528,18,63,174,170,34,57,12,447,69,18281,0,23553,12006,0,0,39,035,114501
"Census Tract 1146, Cuyahoga County, Ohio",103,25,7,71,0,639,51,176,249,72,44,17,30,412,47,28010,28896,16808,22083,0,0,39,035,114600
"Census Tract 1036.02, Cuyahoga County, Ohio",163,19,12,10,122,2894,105,191,552,358,126,680,882,2598,1562,52151,28688,38306,34323,73098,78095,39,035,103602
"Census Tract 1148, Cuyahoga County, Ohio",229,105,94,30,0,804,18,170,276,211,65,57,7,616,64,20675,2499,15789,35012,0,0,39,035,114800
"Census Tract 1154, Cuyahoga County, Ohio",203,132,54,17,0,1581,110,286,714,260,106,86,19,1185,105,26529,22813,25792,37056,27283,0,39,035,115400
"Census Tract 1157, Cuyahoga County, Ohio",128,19,10,99,0,1044,31,123,615,111,52,65,47,890,112,30640,26375,30756,29861,38250,26711,39,035,115700
"Census Tract 1158, Cuyahoga County, Ohio",147,45,35,67,0,1903,72,300,923,443,113,21,31,1531,52,22450,32895,19583,30346,0,0,39,035,115800
"Census Tract 1159, Cuyahoga County, Ohio",276,45,145,86,0,2095,42,146,989,530,128,166,94,1907,260,35910,35924,30259,36641,50855,71750,39,035,115900
"Census Tract 1163, Cuyahoga County, Ohio",41,0,26,15,0,864,4,210,247,155,137,78,33,650,111,23608,23324,8950,26971,56367,0,39,035,116300
"Census Tract 1164, Cuyahoga County, Ohio",163,0,79,84,0,1493,39,361,579,305,0,167,42,1093,209,32550,26462,33429,30841,68050,0,39,035,116400
"Census Tract 1165, Cuyahoga County, Ohio",58,19,12,27,0,1725,7,255,717,363,246,47,90,1463,137,25970,6552,21483,30724,0,0,39,035,116500
"Census Tract 1166, Cuyahoga County, Ohio",101,23,26,44,8,1430,37,260,460,402,161,92,18,1133,110,27773,0,27670,26394,0,0,39,035,116600
"Census Tract 80.02, Franklin County, Ohio",158,26,65,46,21,2194,32,63,737,400,301,543,118,2099,661,48021,43000,33905,50556,65625,94688,39,049,008002
"Census Tract 81.10, Franklin County, Ohio",290,38,65,114,73,3003,124,138,1458,593,124,309,257,2741,566,41685,44276,45028,31577,51316,40885,39,049,008110
"Census Tract 81.20, Franklin County, Ohio",277,28,132,94,23,2780,337,380,1204,596,103,127,33,2063,160,30704,31518,31250,24663,45750,0,39,049,008120
"Census Tract 81.32, Franklin County, Ohio",426,104,187,135,0,4678,125,449,1355,950,787,768,244,4104,1012,42323,0,37614,38534,55313,54620,39,049,008132
"Census Tract 81.63, Franklin County, Ohio",258,142,47,64,5,2280,130,177,591,757,217,367,41,1973,408,29928,0,19316,35938,0,0,39,049,008163
"Census Tract 81.64, Franklin County, Ohio",557,91,350,92,24,2791,69,234,1014,563,462,319,130,2488,449,29951,21875,36350,22256,43497,49028,39,049,008164
"Census Tract 81.65, Franklin County, Ohio",168,10,116,24,18,1403,14,185,719,153,91,158,83,1204,241,40248,16885,39265,48904,42200,0,39,049,008165
"Census Tract 81.66, Franklin County, Ohio",144,38,67,23,16,3583,119,106,587,487,234,1369,681,3358,2050,61656,25804,41641,50294,65781,87857,39,049,008166
"Census Tract 81.67, Franklin County, Ohio",248,32,168,48,0,2490,102,393,808,486,443,193,65,1995,258,36068,30562,21821,47978,54125,0,39,049,008167
"Census Tract 81.68, Franklin County, Ohio",368,14,163,191,0,2439,71,88,765,927,115,362,111,2280,473,40760,0,34940,41711,41528,54177,39,049,008168
"Census Tract 81.69, Franklin County, Ohio",359,10,106,214,29,2752,27,273,954,420,171,732,175,2452,907,39607,29250,32974,31736,55670,90956,39,049,008169
"Census Tract 81.70, Franklin County, Ohio",232,94,10,73,55,3288,51,97,1023,856,305,744,212,3140,956,40668,0,33919,36239,48750,68816,39,049,008170
"Census Tract 81.71, Franklin County, Ohio",419,21,267,41,90,2198,35,124,505,562,208,541,223,2039,764,35659,0,39273,26602,45425,56993,39,049,008171
"Census Tract 81.72, Franklin County, Ohio",498,0,323,43,132,3310,38,155,565,488,411,1115,538,3117,1653,41682,0,36485,34741,60833,59412,39,049,008172
"Census Tract 82.10, Franklin County, Ohio",264,83,91,80,10,1598,76,264,788,248,127,66,29,1258,95,30609,25000,28835,42708,0,36786,39,049,008210
"Census Tract 82.30, Franklin County, Ohio",368,107,162,99,0,1059,236,109,382,167,45,86,34,714,120,24609,12470,29135,36563,46944,30179,39,049,008230
"Census Tract 82.41, Franklin County, Ohio",270,9,131,114,16,1761,143,269,483,372,106,333,55,1349,388,31676,35199,31250,35865,2499,0,39,049,008241
"Census Tract 82.42, Franklin County, Ohio",311,119,45,128,19,4280,118,191,1273,739,250,1152,557,3971,1709,49375,0,40453,38190,54356,71360,39,049,008242
"Census Tract 83.11, Franklin County, Ohio",284,119,68,79,18,2504,276,321,1123,490,93,128,73,1907,201,33979,0,31855,41481,32875,0,39,049,008311
"Census Tract 83.12, Franklin County, Ohio",399,164,167,60,8,2608,421,345,1170,295,211,143,23,1842,166,36413,37546,34688,36304,53160,0,39,049,008312
"Census Tract 83.21, Franklin County, Ohio",128,20,48,56,4,2314,187,320,813,548,114,276,56,1807,332,24797,22270,24418,31400,36113,68958,39,049,008321
"Census Tract 83.22, Franklin County, Ohio",318,89,150,60,19,3280,138,426,1272,784,296,261,103,2716,364,34773,40756,29875,33922,41929,0,39,049,008322
"Census Tract 83.30, Franklin County, Ohio",114,6,75,33,0,1086,70,260,450,228,50,28,0,756,28,35302,35556,36429,33963,55313,0,39,049,008330
"Census Tract 83.40, Franklin County, Ohio",658,120,301,221,16,3718,126,653,1599,827,183,184,146,2939,330,41232,0,35106,49388,55909,61767,39,049,008340
"Census Tract 83.50, Franklin County, Ohio",584,0,124,373,87,4759,160,430,1374,1098,551,904,242,4169,1146,41272,16082,43079,39966,47426,70263,39,049,008350
"Census Tract 83.60, Franklin County, Ohio",324,50,126,94,54,5057,91,294,1887,997,381,1030,377,4672,1407,44853,30729,32473,42222,53477,61293,39,049,008360
"Census Tract 83.80, Franklin County, Ohio",763,151,346,208,58,4297,100,669,1613,1112,229,464,110,3528,574,31651,20859,24505,38241,36733,67625,39,049,008380
"Census Tract 83.81, Franklin County, Ohio",339,97,113,118,11,3457,116,413,1437,815,280,260,136,2928,396,32585,26066,33914,32476,42039,75789,39,049,008381
"Census Tract 83.82, Franklin County, Ohio",185,0,63,74,48,2193,14,143,641,400,236,664,95,2036,759,49479,36993,37520,39539,56737,72147,39,049,008382
"Census Tract 84, Franklin County, Ohio",72,0,11,13,48,3123,6,16,313,343,58,1173,1214,3101,2387,74527,0,42692,40417,250001,68688,39,049,008400
"Census Tract 85, Franklin County, Ohio",404,32,49,54,269,3783,45,104,133,438,99,1658,1306,3634,2964,53293,0,62031,40231,52613,58975,39,049,008500
"Census Tract 87.10, Franklin County, Ohio",99,0,77,22,0,1853,41,143,806,606,61,117,79,1669,196,37023,55833,27188,36500,56932,58021,39,049,008710
"Census Tract 87.20, Franklin County, Ohio",225,22,180,23,0,2756,67,342,1056,845,119,247,80,2347,327,35127,0,35127,43367,74028,0,39,049,008720
"Census Tract 87.30, Franklin County, Ohio",156,43,110,3,0,1406,68,212,579,365,112,48,22,1126,70,16477,0,12750,27188,37500,0,39,049,008730
"Census Tract 88.11, Franklin County, Ohio",144,59,48,32,5,1280,89,236,665,103,147,25,15,955,40,41136,36016,43856,11295,0,0,39,049,008811
"Census Tract 88.12, Franklin County, Ohio",207,44,66,27,70,2189,112,147,579,787,263,175,126,1930,301,32317,0,37992,31183,31450,58594,39,049,008812
"Census Tract 88.13, Franklin County, Ohio",200,85,36,79,0,1621,68,109,745,448,57,194,0,1444,194,31467,12583,31763,30296,50172,0,39,049,008813
"Census Tract 88.21, Franklin County, Ohio",200,99,25,64,12,1684,92,328,813,220,104,110,17,1264,127,41473,26303,41500,47823,59076,0,39,049,008821
"Census Tract 88.22, Franklin County, Ohio",226,84,66,57,19,3003,124,493,1154,698,178,213,143,2386,356,31620,0,27128,35022,38750,72000,39,049,008822
"Census Tract 88.25, Franklin County, Ohio",622,270,100,208,44,4960,166,791,2018,882,509,522,72,4003,594,39328,0,37999,38135,54779,46169,39,049,008825
"Census Tract 89, Franklin County, Ohio",1685,7,278,1340,60,2450,13,14,283,333,78,1070,659,2423,1729,56506,0,0,35865,68000,90067,39,049,008900
"Census Tract 90, Franklin County, Ohio",129,0,60,44,25,2597,15,102,426,172,70,846,966,2480,1812,71573,0,26238,33056,90486,118786,39,049,009000
"Census Tract 91, Franklin County, Ohio",204,9,58,115,22,3064,0,0,197,323,52,1129,1363,3064,2492,83995,0,31094,60370,96250,89028,39,049,009100
"Census Tract 92.20, Franklin County, Ohio",119,22,61,29,7,1495,110,153,716,269,71,136,40,1232,176,31203,21719,32068,31400,47188,85250,39,049,009220
"Census Tract 92.30, Franklin County, Ohio",466,50,352,64,0,2735,161,168,1215,601,199,261,130,2406,391,30569,30338,30139,28194,37500,54583,39,049,009230
"Census Tract 92.40, Franklin County, Ohio",173,82,52,39,0,1689,48,315,689,380,93,147,17,1326,164,33774,18793,42568,31364,39551,0,39,049,009240
"Census Tract 806, Lorain County, Ohio",569,16,399,126,28,3650,62,210,1300,906,412,432,328,3378,760,42893,0,38750,37132,48571,63487,39,093,080600
"Census Tract 807.01, Lorain County, Ohio",182,34,69,65,14,3306,6,29,779,804,377,882,429,3271,1311,60569,0,36500,60079,81513,81042,39,093,080701
"Census Tract 807.02, Lorain County, Ohio",301,0,65,211,25,4009,36,85,810,689,652,1344,393,3888,1737,52129,0,39632,51752,55549,47250,39,093,080702
"Census Tract 901, Lorain County, Ohio",209,37,89,25,58,2788,13,110,1132,643,180,385,325,2665,710,50390,0,37125,44315,68889,94773,39,093,090100
"Census Tract 902, Lorain County, Ohio",283,40,152,65,26,2705,20,169,856,637,191,424,408,2516,832,49525,48250,42917,40047,61384,82083,39,093,090200
"Census Tract 911, Lorain County, Ohio",281,91,53,116,21,2870,24,282,1064,655,220,478,147,2564,625,39085,43403,34063,40216,0,22472,39,093,091100
"Census Tract 912, Lorain County, Ohio",378,122,63,193,0,3204,38,460,1113,1043,212,261,77,2706,338,34590,12054,27054,38491,120682,49489,39,093,091200
"Census Tract 921, Lorain County, Ohio",211,7,83,113,8,1835,40,35,772,331,288,216,153,1760,369,42500,0,31898,41210,46250,107083,39,093,092100
"Census Tract 931, Lorain County, Ohio",489,4,382,65,38,2231,70,143,941,411,241,301,124,2018,425,42125,43750,34063,42100,56528,0,39,093,093100
"Census Tract 941.01, Lorain County, Ohio",187,8,63,54,62,3643,12,152,1609,778,479,321,292,3479,613,50075,48478,50348,50386,0,49130,39,093,094101
"Census Tract 941.02, Lorain County, Ohio",288,29,132,96,31,2218,70,67,777,464,370,328,142,2081,470,50014,0,31542,50926,64938,80603,39,093,094102
"Census Tract 951, Lorain County, Ohio",835,153,411,227,44,6107,48,778,2136,1597,636,743,169,5281,912,33611,0,26325,33333,53000,62981,39,093,095100
"Census Tract 961, Lorain County, Ohio",566,63,176,124,203,4053,76,320,1393,894,358,562,450,3657,1012,38767,0,37000,36097,48929,98672,39,093,096100
"Census Tract 971, Lorain County, Ohio",171,11,74,23,63,2218,16,114,791,467,331,374,125,2088,499,46875,42167,43343,39668,68510,61429,39,093,097100
"Census Tract 972.01, Lorain County, Ohio",555,69,345,119,22,2477,16,172,637,568,378,438,268,2289,706,40815,0,26452,39405,53417,91000,39,093,097201
"Census Tract 972.02, Lorain County, Ohio",293,46,89,133,25,3718,10,211,1080,837,849,592,139,3497,731,45967,16331,36719,46526,64205,67449,39,093,097202
"Census Tract 973, Lorain County, Ohio",318,65,172,81,0,1656,149,272,784,293,129,8,21,1235,29,25833,26250,26279,23684,0,0,39,093,097300
"Census Tract 974.01, Lorain County, Ohio",184,90,37,57,0,3877,5,61,259,969,230,1458,895,3811,2353,77679,0,0,69800,89732,97132,39,093,097401
"Census Tract 974.02, Lorain County, Ohio",225,0,52,173,0,3860,9,66,756,663,152,1264,950,3785,2214,52092,0,25918,48859,67750,57243,39,093,097402
"Census Tract 975, Lorain County, Ohio",431,11,185,235,0,4604,324,577,1768,1005,430,420,80,3703,500,33194,0,30641,32375,38991,0,39,093,097500
"Census Tract 976, Lorain County, Ohio",331,160,116,24,31,2089,60,321,683,615,178,184,48,1708,232,24474,27614,14636,26332,25300,0,39,093,097600
"Census Tract 9902, Lorain County, Ohio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,093,990200
"Census Tract 2.01, Lucas County, Ohio",208,65,127,16,0,1582,7,58,642,470,43,250,112,1517,362,30971,0,25985,40179,38304,0,39,095,000201
"Census Tract 2.02, Lucas County, Ohio",210,81,15,103,11,1273,45,183,433,319,156,104,33,1045,137,31709,23904,23214,40625,50278,0,39,095,000202
"Census Tract 3.01, Lucas County, Ohio",76,16,1,59,0,1399,11,27,754,309,215,69,14,1361,83,34257,0,35181,34605,0,0,39,095,000301
"Census Tract 3.02, Lucas County, Ohio",446,29,74,335,8,1448,30,84,318,445,338,147,86,1334,233,30900,13281,31094,30963,0,71742,39,095,000302
"Census Tract 4, Lucas County, Ohio",413,66,62,273,12,2739,9,89,952,918,516,228,27,2641,255,26929,0,27028,26351,50313,58375,39,095,000400
"Census Tract 6.01, Lucas County, Ohio",338,18,185,104,31,2147,19,210,709,722,210,151,126,1918,277,37029,0,30656,41552,50781,250001,39,095,000601
"Census Tract 6.02, Lucas County, Ohio",93,24,53,16,0,558,0,46,206,131,60,65,50,512,115,27905,0,21103,26797,54412,0,39,095,000602
"Census Tract 7.01, Lucas County, Ohio",184,11,24,149,0,1085,72,171,295,406,68,57,16,842,73,34628,0,34369,0,0,0,39,095,000701
"Census Tract 7.02, Lucas County, Ohio",166,0,95,71,0,1482,15,11,645,527,211,36,37,1456,73,37853,0,40273,22017,56818,0,39,095,000702
"Census Tract 7.03, Lucas County, Ohio",26,0,0,26,0,607,2,156,156,185,19,74,15,449,89,0,13703,25781,0,0,0,39,095,000703
